iterations,1
(5X4),"('UNSAT', 0.18465113639831543, -1, -1, -1, (5, 4))"
(6X4),"('UNSAT', 0.1741011142730713, -1, -1, -1, (6, 4))"
(7X4),"('UNSAT', 0.13765716552734375, -1, -1, -1, (7, 4))"
(8X4),"('UNSAT', 0.13620781898498535, -1, -1, -1, (8, 4))"
(1X5),"('UNSAT', 0.11093497276306152, -1, -1, -1, (1, 5))"
(2X5),"('UNSAT', 0.24475765228271484, -1, -1, -1, (2, 5))"
(3X5),"('UNSAT', 0.473313570022583, -1, -1, -1, (3, 5))"
(4X5),"('UNSAT', 0.3648674488067627, -1, -1, -1, (4, 5))"
(5X5),"('UNSAT', 0.3750290870666504, -1, -1, -1, (5, 5))"
(6X5),"('UNSAT', 0.3749258518218994, -1, -1, -1, (6, 5))"
(7X5),"('UNSAT', 0.24129390716552734, -1, -1, -1, (7, 5))"
(8X5),"('UNSAT', 0.29081225395202637, -1, -1, -1, (8, 5))"
(1X6),"('UNSAT', 0.09382224082946777, -1, -1, -1, (1, 6))"
(2X6),"('UNSAT', 0.22505950927734375, -1, -1, -1, (2, 6))"
(3X6),"('UNSAT', 0.487962007522583, -1, -1, -1, (3, 6))"
(4X6),"('UNSAT', 0.8467822074890137, -1, -1, -1, (4, 6))"
(5X6),"('UNSAT', 0.6359643936157227, -1, -1, -1, (5, 6))"
(6X6),"('UNSAT', 0.6088852882385254, -1, -1, -1, (6, 6))"
(7X6),"('UNSAT', 0.8966047763824463, -1, -1, -1, (7, 6))"
(8X6),"('UNSAT', 0.7265021800994873, -1, -1, -1, (8, 6))"
(1X7),"('UNSAT', 0.11035418510437012, -1, -1, -1, (1, 7))"
(2X7),"('UNSAT', 0.5053961277008057, -1, -1, -1, (2, 7))"
(3X7),"('UNSAT', 0.800769567489624, -1, -1, -1, (3, 7))"
(4X7),"('UNSAT', 1.2048618793487549, -1, -1, -1, (4, 7))"
(5X7),"('UNSAT', 1.229402780532837, -1, -1, -1, (5, 7))"
(6X7),"('UNSAT', 1.2753465175628662, -1, -1, -1, (6, 7))"
(7X7),"('UNSAT', 1.177687644958496, -1, -1, -1, (7, 7))"
(8X7),"('UNSAT', 1.0455806255340576, -1, -1, -1, (8, 7))"
(1X8),"('UNSAT', 0.23341751098632812, -1, -1, -1, (1, 8))"
(2X8),"('UNSAT', 0.581641674041748, -1, -1, -1, (2, 8))"
(3X8),"('UNSAT', 2.1095876693725586, -1, -1, -1, (3, 8))"
(4X8),"('UNSAT', 2.569019079208374, -1, -1, -1, (4, 8))"
(5X8),"('UNSAT', 2.3450121879577637, -1, -1, -1, (5, 8))"
(6X8),"('UNSAT', 2.416316509246826, -1, -1, -1, (6, 8))"
(7X8),"('UNSAT', 1.8780977725982666, -1, -1, -1, (7, 8))"
(8X8),"('UNSAT', 3.6390137672424316, -1, -1, -1, (8, 8))"
(1X9),"('UNSAT', 0.1802051067352295, -1, -1, -1, (1, 9))"
(2X9),"('UNSAT', 0.4568920135498047, -1, -1, -1, (2, 9))"
(3X9),"('UNSAT', 3.4272048473358154, -1, -1, -1, (3, 9))"
(4X9),"('UNSAT', 7.020582437515259, -1, -1, -1, (4, 9))"
(5X9),"('UNSAT', 5.203633785247803, -1, -1, -1, (5, 9))"
(6X9),"('UNSAT', 7.5505406856536865, -1, -1, -1, (6, 9))"
(7X9),"('UNSAT', 14.415369033813477, -1, -1, -1, (7, 9))"
(8X9),"('UNSAT', 11.021199703216553, -1, -1, -1, (8, 9))"
(1X10),"('UNSAT', 0.20345664024353027, -1, -1, -1, (1, 10))"
(2X10),"('UNSAT', 0.4011695384979248, -1, -1, -1, (2, 10))"
(3X10),"('UNSAT', 4.35694694519043, -1, -1, -1, (3, 10))"
(4X10),"('UNSAT', 50.41479206085205, -1, -1, -1, (4, 10))"
(5X10),"('UNSAT', 15.962271928787231, -1, -1, -1, (5, 10))"
(6X10),"('UNSAT', 49.6770703792572, -1, -1, -1, (6, 10))"
(7X10),"('UNSAT', 13.488243341445923, -1, -1, -1, (7, 10))"
(8X10),"('UNSAT', 17.17088270187378, -1, -1, -1, (8, 10))"
(1X11),"('UNSAT', 0.1403791904449463, -1, -1, -1, (1, 11))"
(2X11),"('UNSAT', 0.6251640319824219, -1, -1, -1, (2, 11))"
(3X11),"('UNSAT', 10.95935344696045, -1, -1, -1, (3, 11))"
(4X11),"('UNSAT', 63.39887595176697, -1, -1, -1, (4, 11))"
(5X11),"('UNSAT', 40.43579149246216, -1, -1, -1, (5, 11))"
(6X11),"('UNSAT', 28.38251781463623, -1, -1, -1, (6, 11))"
(7X11),"('UNSAT', 28.22897481918335, -1, -1, -1, (7, 11))"
(8X11),"('UNSAT', 23.13106870651245, -1, -1, -1, (8, 11))"
(1X12),"('UNSAT', 0.24350476264953613, -1, -1, -1, (1, 12))"
(2X12),"('UNSAT', 0.6106672286987305, -1, -1, -1, (2, 12))"
(3X12),"('UNSAT', 5.538037538528442, -1, -1, -1, (3, 12))"
(4X12),"('UNSAT', 68.9032211303711, -1, -1, -1, (4, 12))"
(5X12),"('UNSAT', 69.34767580032349, -1, -1, -1, (5, 12))"
(6X12),"('UNSAT', 86.85735654830933, -1, -1, -1, (6, 12))"
(7X12),"('UNSAT', 232.70584845542908, -1, -1, -1, (7, 12))"
(8X12),"('UNSAT', 68.96610641479492, -1, -1, -1, (8, 12))"
(1X13),"('UNSAT', 0.2717897891998291, -1, -1, -1, (1, 13))"
(2X13),"('UNSAT', 0.6832406520843506, -1, -1, -1, (2, 13))"
(3X13),"('UNSAT', 6.452787160873413, -1, -1, -1, (3, 13))"
(4X13),"('UNSAT', 124.41916704177856, -1, -1, -1, (4, 13))"
(5X13),"('UNSAT', 327.77997636795044, -1, -1, -1, (5, 13))"
(6X13),"('UNSAT', 109.97894859313965, -1, -1, -1, (6, 13))"
(7X13),"('UNSAT', 128.75068974494934, -1, -1, -1, (7, 13))"
(8X13),"('UNSAT', 297.6505489349365, -1, -1, -1, (8, 13))"
(1X14),"('UNSAT', 0.26268672943115234, -1, -1, -1, (1, 14))"
(2X14),"('UNSAT', 1.1152887344360352, -1, -1, -1, (2, 14))"
(3X14),"('UNSAT', 3.7273056507110596, -1, -1, -1, (3, 14))"
(4X14),"('UNSAT', 160.56637454032898, -1, -1, -1, (4, 14))"
(5X14),"('UNSAT', 335.4896950721741, -1, -1, -1, (5, 14))"
(6X14),"('UNSAT', 444.14090847969055, -1, -1, -1, (6, 14))"
(7X14),"('UNSAT', 399.08689427375793, -1, -1, -1, (7, 14))"
(8X14),"('UNSAT', 456.9648427963257, -1, -1, -1, (8, 14))"
(1X15),"('UNSAT', 0.24832582473754883, -1, -1, -1, (1, 15))"
(2X15),"('UNSAT', 1.6990089416503906, -1, -1, -1, (2, 15))"
(3X15),"('UNSAT', 6.512449264526367, -1, -1, -1, (3, 15))"
(4X15),"('UNSAT', 152.02341389656067, -1, -1, -1, (4, 15))"
(5X15),"('UNSAT', 534.1014378070831, -1, -1, -1, (5, 15))"
(6X15),"('UNSAT', 293.2001361846924, -1, -1, -1, (6, 15))"
(7X15),"('UNSAT', 542.7775866985321, -1, -1, -1, (7, 15))"
(8X15),"('UNSAT', 309.0334050655365, -1, -1, -1, (8, 15))"
(1X16),"('UNSAT', 0.26183080673217773, -1, -1, -1, (1, 16))"
(2X16),"('UNSAT', 2.1609442234039307, -1, -1, -1, (2, 16))"
(3X16),"('UNSAT', 7.820554494857788, -1, -1, -1, (3, 16))"
(4X16),"('UNSAT', 187.38215398788452, -1, -1, -1, (4, 16))"
(5X16),"('UNSAT', 587.9740703105927, -1, -1, -1, (5, 16))"
(6X16),"('UNSAT', 1793.0009071826935, -1, -1, -1, (6, 16))"
(7X16),"('UNSAT', 1315.8200347423553, -1, -1, -1, (7, 16))"
(8X16),"('UNSAT', 1255.185930967331, -1, -1, -1, (8, 16))"
